2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,cityName,cityName-en,distance-Wuhan,distance-Xiaogan,distance-Huanggang,distance-Suizhou,distance-Jingzhou,provinceName
,,,3.0,8.0,8.0,15.0,20.0,23.0,30.0,36.0,39.0,45.0,45.0,49.0,52.0,56.0,60.0,63.0,66.0,71.0,76.0,77.0,78.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,徐州,Xuzhou,495.8742575758563,402.0615129157888,476.98087283737937,454.91004611352935,638.385536219642,江苏省
,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,德宏,Dehong,1691.2207064622887,1715.0122776677326,1739.1382554568288,1660.010166511486,1498.340967808852,云南省
,1.0,3.0,6.0,8.0,11.0,15.0,16.0,17.0,19.0,19.0,19.0,24.0,26.0,27.0,29.0,30.0,32.0,32.0,33.0,35.0,35.0,36.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,德州,Dezhou,790.1042966461729,651.0147375386515,788.5332849327023,689.5752916229528,873.5223239633666,山东省
1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,7.0,10.0,10.0,12.0,12.0,12.0,12.0,13.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,德阳,Deyang,953.1207412242688,910.0044763266789,1007.5638631615857,858.8308559517784,758.8956993381048,四川省
,,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,忻州,Xinzhou,892.7725382251526,733.6118746271154,911.211318099587,750.453450100643,902.7926077113062,山西省
3.0,5.0,8.0,11.0,16.0,18.0,23.0,26.0,28.0,31.0,32.0,35.0,35.0,36.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,怀化,Huaihua,539.3295655978027,620.1060309321264,578.382473263767,571.6061077688224,383.5329744070553,湖南省
,11.0,17.0,25.0,38.0,51.0,66.0,75.0,87.0,105.0,111.0,123.0,138.0,144.0,157.0,160.0,171.0,187.0,195.0,203.0,229.0,237.0,244.0,247.0,249.0,250.0,249.0,249.0,250.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,252.0,252.0,恩施,Enshi,461.04220297124687,455.43754194006567,514.6561332227386,400.46080175041186,262.0276441487951,湖北省
5.0,7.0,8.0,8.0,11.0,12.0,17.0,20.0,20.0,23.0,28.0,29.0,34.0,35.0,39.0,47.0,48.0,52.0,53.0,54.0,55.0,56.0,58.0,58.0,58.0,59.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,惠州,Huizhou,823.3028681007346,979.6697431808587,815.7228089090315,961.3582524462831,830.6500726287868,广东省
7.0,16.0,22.0,33.0,37.0,46.0,59.0,69.0,72.0,73.0,77.0,87.0,92.0,97.0,102.0,109.0,120.0,123.0,124.0,125.0,131.0,135.0,139.0,140.0,140.0,140.0,141.0,141.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,成都,Chengdu,982.831167439096,947.646490720864,1037.0775759432975,895.5112061785956,786.155830028779,四川省
1.0,1.0,1.0,4.0,5.0,8.0,8.0,8.0,13.0,13.0,14.0,15.0,15.0,15.0,17.0,17.0,18.0,18.0,18.0,18.0,20.0,20.0,21.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,扬州,Yangzhou,528.0170109788912,522.3261525594357,483.59955013883115,575.232247586185,719.8462027027646,江苏省
,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,承德,Chengde,1204.5097334771915,1066.6310739259497,1200.4893109834736,1104.5175235740953,1286.9857708842474,河北省
1.0,4.0,6.0,7.0,8.0,9.0,13.0,15.0,18.0,24.0,29.0,34.0,44.0,46.0,56.0,59.0,63.0,64.0,67.0,68.0,69.0,71.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,抚州,Fuzhou,341.955840735824,493.75729080811504,305.884439357841,501.61607714267274,475.1086040007138,江西省
,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,拉萨,Lasa,2229.8627215502765,2185.4022956501103,2284.167859627732,2135.350892781022,2033.2857808740011,西藏自治区
,,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,揭阳,Jieyang,798.3386809831264,958.1277799899461,777.4166649439964,951.2748446334243,854.9141071112047,广东省
,,,,,,,1.0,7.0,9.0,10.0,10.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,攀枝花,Panzhihua,1305.6140736697162,1322.6695754784312,1354.9576092781604,1267.658108661327,1110.1177235940988,四川省
,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,文山,Wenshan,1274.6696357988217,1343.411154239077,1313.6109348996524,1291.3706370974417,1107.260470432579,云南省
,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,文昌,Wenchang,1261.4164601111816,1400.589440026055,1270.369370753971,1367.5248685304612,1197.641683783029,海南省
,1.0,3.0,4.0,6.0,7.0,11.0,15.0,21.0,21.0,27.0,33.0,39.0,41.0,41.0,43.0,44.0,46.0,48.0,53.0,54.0,55.0,55.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,新乡,Xinxiang,532.9639824111722,376.04501109702665,548.4545337926301,400.80857023832806,572.145877244411,河南省
1.0,1.0,1.0,3.0,3.0,11.0,11.0,28.0,40.0,43.0,50.0,59.0,69.0,78.0,87.0,95.0,100.0,105.0,110.0,117.0,121.0,124.0,127.0,129.0,129.0,129.0,129.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,新余,Xinyu,306.176470762103,465.9197373870558,291.544364570095,458.0717487422893,382.3006597114531,江西省
1.0,1.0,2.0,4.0,6.0,9.0,10.0,12.0,13.0,19.0,23.0,25.0,26.0,28.0,31.0,34.0,38.0,41.0,45.0,48.0,49.0,51.0,52.0,53.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,无锡,Wuxi,582.9006463063648,605.4821049067264,532.9583685004958,655.4925485002946,781.2799104240678,江苏省
1.0,3.0,4.0,5.0,6.0,8.0,9.0,9.0,10.0,11.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,日照,Rizhao,725.7697569962708,644.4964406002409,699.308238811123,697.8628577095159,879.6431140387306,山东省
3.0,4.0,4.0,7.0,12.0,15.0,21.0,25.0,30.0,31.0,32.0,34.0,35.0,40.0,41.0,41.0,42.0,45.0,46.0,46.0,48.0,48.0,48.0,51.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,昆明,Kunming,1291.7588111445125,1332.7978437644394,1337.0532369329992,1278.3669747985791,1105.805680210679,云南省
,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,昌吉,Changji,2806.213746282843,2679.1720246761097,2853.2177509071653,2653.4915286712844,2669.3113577350578,新疆维吾尔自治区
,,,,,,,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,昌江,Changjiang,1357.0681199387775,1486.2354190068602,1372.2404797167385,1448.363544919838,1269.662602514634,海南省
,,1.0,1.0,2.0,2.0,4.0,6.0,6.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,12.0,12.0,14.0,14.0,14.0,19.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,昭通,Zhaotong,1032.7397596761164,1020.0091017567142,1085.7084223346853,965.9040773402209,832.9907613040666,云南省
,,2.0,2.0,5.0,9.0,9.0,9.0,11.0,13.0,15.0,19.0,21.0,26.0,27.0,30.0,32.0,32.0,33.0,34.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0,37.0,37.0,晋中,Jinzhong,808.7671095602573,649.3713489896913,828.2083749382695,665.4849105025514,817.7639190294586,山西省
,,,,,,,,2.0,3.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,晋城,Jincheng,571.4822303661609,411.64960116627753,594.7435268143798,424.78456987536083,577.9215309081354,山西省
,,,,,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,普洱,Puer,1555.3619278728765,1604.482148146268,1598.5996607351858,1550.4352986243964,1374.302704697969,云南省
,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,景德镇,Jingdezhen,311.85890143374553,430.1928265551008,259.82714860462823,455.74948341427506,494.5808510671749,江西省
,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,6.0,9.0,10.0,10.0,10.0,11.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,曲靖,Qujing,1173.3607807488286,1216.494963231042,1218.456270922207,1162.2332049361873,988.2920233692588,云南省
,,,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,朔州,Shuozhou,992.3514243940674,833.1069630640616,1010.8732762218087,849.3365991499844,999.2451829384463,山西省
1.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,朝阳,Zhaoyang,1344.1182268644325,1218.5638677359261,1332.7303487386569,1261.4769622290758,1448.098998224276,辽宁省
,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,本溪,Benxi,1465.497681049579,1360.167924839408,1444.6115200575543,1408.633647774408,1596.571826934001,辽宁省
,,,,,,,,,,,,,1.0,1.0,3.0,7.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,来宾,Laibin,901.734236657662,1014.2257133275285,926.7675967076306,971.464495785622,786.7079198067834,广西壮族自治区
,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,杨凌,Yangling,722.6984909865087,607.6686179574582,771.3680786380984,574.6660865488216,590.5577915408181,陕西省
6.0,12.0,27.0,27.0,32.0,51.0,69.0,85.0,98.0,110.0,118.0,132.0,141.0,151.0,156.0,162.0,165.0,155.0,157.0,159.0,162.0,165.0,166.0,166.0,168.0,168.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,杭州,Hangzhou,565.7780053418998,626.712353890821,511.8379558092646,670.1655513446211,764.4835233693566,浙江省
1.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,松原,Songyuan,1864.421559956567,1745.4919138152954,1848.8530806514216,1790.0629519495315,1977.482561987981,吉林省
,,,2.0,5.0,8.0,9.0,9.0,12.0,15.0,16.0,16.0,17.0,17.0,19.0,20.0,21.0,21.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,枣庄,Zaozhuang,570.0951263698182,471.39734618257177,551.690089520226,523.1741707135251,708.4680598395161,山东省
2.0,3.0,5.0,6.0,6.0,6.0,10.0,11.0,12.0,12.0,14.0,15.0,17.0,20.0,20.0,20.0,20.0,22.0,22.0,22.0,22.0,22.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,柳州,Liuzhou,840.0872460164306,950.4211887816301,866.3709730752219,907.220087534461,722.0639617151204,广西壮族自治区
1.0,1.0,3.0,5.0,7.0,13.0,18.0,19.0,22.0,25.0,26.0,34.0,38.0,41.0,46.0,48.0,58.0,61.0,68.0,71.0,75.0,77.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,79.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,株洲,Zhuzhou,318.4438826972858,459.12711325049617,333.71789124080055,431.4859427209074,291.4243635959963,湖南省
2.0,6.0,11.0,14.0,15.0,16.0,18.0,18.0,21.0,23.0,24.0,24.0,26.0,27.0,28.0,29.0,29.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,桂林,Guilin,702.2139681472665,815.9117855688974,727.8576321547145,774.1956679044104,591.256853876185,广西壮族自治区
,,1.0,3.0,4.0,4.0,5.0,5.0,6.0,7.0,8.0,9.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,梅州,Meizhou,684.7353199251909,844.5115548712909,663.8851166714696,838.0137582066873,745.5523033157732,广东省
,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,梅河口,Meihekou,1677.296109303561,1574.43703701651,1655.0273433049583,1623.2524296552308,1811.0845034752795,吉林省
1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,梧州,Wuzhou,830.6651567301714,965.7013471319661,843.8989412841034,931.4907591996608,761.2415233503034,广西壮族自治区
,,,,,,,,,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,楚雄,Chuxiong,1397.758091655266,1431.6061741571275,1444.253000713456,1376.8386813103405,1208.5140832533727,云南省
,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,榆林,Yulin,958.3240239980091,801.9152804221226,989.6512970955766,800.9185369723538,912.5174989486227,陕西省
,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,歙县,Shexian,403.9403083252377,488.51697521940804,349.4436965297386,525.3614645964253,599.4234393812831,安徽省
495.0,572.0,618.0,698.0,1590.0,1905.0,2261.0,2639.0,3215.0,4109.0,5142.0,6384.0,8351.0,10117.0,11618.0,13603.0,14982.0,16902.0,18454.0,19558.0,32994.0,35991.0,37914.0,39462.0,41152.0,42752.0,44412.0,45027.0,45346.0,45660.0,46201.0,46607.0,47071.0,47441.0,47824.0,48137.0,48557.0,49122.0,武汉,Wuhan,0.0,159.83289681782037,54.49683381572735,159.7418746402554,199.76855351313824,湖北省
,,,,,,1.0,3.0,,4.0,4.0,9.0,11.0,13.0,17.0,21.0,21.0,21.0,21.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,23.0,,23.0,,,,毕节,Bijie,947.989201560647,977.7149204429942,996.0205892904007,922.952558660355,755.9958272656752,贵州省
,,,,,,,4.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,永城,Yongcheng,426.0329463352996,321.1032753177784,413.0705150977933,372.9849212157597,558.2137177636063,河南省
4.0,4.0,4.0,4.0,7.0,11.0,14.0,16.0,18.0,22.0,26.0,26.0,30.0,32.0,38.0,40.0,40.0,41.0,42.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,永州,Yongzhou,544.1050453609896,669.5867067372329,565.3126975222194,632.7301607854682,459.70763150548777,湖南省
,,1.0,3.0,4.0,6.0,6.0,11.0,13.0,15.0,15.0,16.0,19.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,汉中,Hanzhong,657.5014373062378,566.1348187530957,709.5658671968963,524.189110635136,500.7109444115388,陕西省
,1.0,2.0,2.0,5.0,8.0,12.0,12.0,14.0,15.0,18.0,18.0,20.0,21.0,22.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,汕头,Shantou,824.539515582552,984.1204076003057,801.7608957988346,978.8733383227682,886.9653066906036,广东省
,,,1.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,汕尾,Shanwei,864.2116635489349,1023.1988471905281,850.329138773281,1009.9477336548281,893.0660821106928,广东省
,,,,,1.0,1.0,2.0,3.0,3.0,4.0,6.0,7.0,9.0,14.0,15.0,19.0,20.0,20.0,21.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,江门,Jiangmen,885.190888989206,1035.0473397096457,886.0494361246493,1009.7131357861031,859.5044104907976,广东省
1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,10.0,11.0,11.0,11.0,11.0,12.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,池州,Chizhou,305.8083814443863,368.74973933569936,252.99055504818168,409.3613658358201,505.52208256059026,安徽省
2.0,5.0,6.0,7.0,8.0,9.0,9.0,10.0,13.0,17.0,18.0,18.0,23.0,23.0,25.0,26.0,26.0,26.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,28.0,28.0,沈阳,Shenyang,1492.1885717975142,1382.0234858789013,1473.2645230302583,1429.3350358110351,1617.4364813244506,辽宁省
1.0,2.0,2.0,2.0,5.0,8.0,12.0,18.0,19.0,19.0,19.0,20.0,20.0,21.0,23.0,28.0,28.0,28.0,32.0,37.0,42.0,45.0,46.0,47.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,沧州,Cangzhou,896.6887415075076,759.1962202352389,893.5366050579551,798.1212929447289,982.1257785110912,河北省
1.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,8.0,9.0,11.0,11.0,15.0,19.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,23.0,23.0,24.0,25.0,25.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,河池,Hechi,892.135581600024,984.162934235199,925.2107208215496,936.4344705881631,748.3379230608997,广西壮族自治区
,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,河源,Heyuan,753.2663888510565,910.7520475155914,743.7439284475671,894.3991484960079,770.4861770588985,广东省
1.0,3.0,5.0,10.0,13.0,13.0,18.0,22.0,24.0,29.0,31.0,35.0,55.0,39.0,40.0,40.0,42.0,42.0,43.0,43.0,44.0,44.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,泉州,Quanzhou,748.8333549450601,899.4194501695821,711.7314180803211,908.5169986140222,865.5095444075753,福建省
,,,,1.0,3.0,3.0,4.0,6.0,9.0,12.0,12.0,14.0,18.0,20.0,20.0,24.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,33.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,泰安,Taian,680.3290227757924,558.1886340941471,670.4473391115375,604.172483184725,792.2196639260118,山东省
,,1.0,2.0,4.0,8.0,9.0,12.0,17.0,17.0,21.0,23.0,26.0,28.0,29.0,30.0,30.0,31.0,34.0,36.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,泰州,Taizhou,574.0987243608907,568.1993376820769,529.2399073678449,621.284065198044,766.2806213706906,江苏省
,1.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,9.0,10.0,12.0,13.0,13.0,16.0,17.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,泸州,Luzhou,881.0986053113564,883.6612699900386,932.8902146035916,828.7854895893446,681.9580014290347,四川省
1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,7.0,7.0,12.0,17.0,21.0,24.0,25.0,25.0,27.0,28.0,29.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,洛阳,Luoyang,495.63880850586077,337.34040821015526,524.590724504189,342.1370800281844,484.6860255215109,河南省
2.0,3.0,5.0,7.0,10.0,11.0,14.0,16.0,18.0,19.0,22.0,25.0,29.0,34.0,41.0,42.0,43.0,44.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,济南,Jinan,724.2207704377764,596.7651251932978,716.5620028445614,640.7398612569814,828.2478162833087,山东省
1.0,2.0,5.0,5.0,5.0,5.0,8.0,8.0,11.0,14.0,18.0,21.0,25.0,32.0,35.0,38.0,39.0,39.0,41.0,42.0,43.0,46.0,49.0,51.0,52.0,52.0,52.0,52.0,253.0,253.0,257.0,257.0,258.0,258.0,258.0,258.0,258.0,260.0,济宁,Jining,579.5697781856027,457.2036981023468,570.9685516167764,503.8010995331716,691.9024773303046,山东省
,,,,,,,,,,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,济源,Jiyuan,531.2912687172724,371.93530073863053,557.8366651284657,380.42168837031784,527.382438518154,河南省
,,,,,,,,,,1.0,3.0,3.0,3.0,,,,,3.0,3.0,3.0,,3.0,,,3.0,3.0,,3.0,,3.0,,,,,,,,海北,Haibei,1432.8754638257465,1320.0609413535603,1482.7280894323487,1287.3235195258233,1283.505174197048,青海省
3.0,3.0,3.0,6.0,7.0,9.0,9.0,9.0,11.0,11.0,13.0,14.0,16.0,16.0,21.0,23.0,23.0,28.0,29.0,29.0,29.0,31.0,33.0,33.0,34.0,34.0,34.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,海口,Haikou,1229.3650057212242,1365.4632980145211,1240.5181649636406,1330.8724339697524,1158.1407506659584,海南省
